Year,Year_Num,Month_num,Month_Sin,Month_Cos,log_rate,Origin_U.S. West Coast (Los Angeles)
2012,2012,1,0.49999999999999994,0.8660254037844387,6.3818160174060985,True
2012,2012,2,0.8660254037844386,0.5000000000000001,6.3818160174060985,True
2012,2012,3,1.0,6.123233995736766e-17,7.473637108496206,False
2012,2012,3,1.0,6.123233995736766e-17,6.523562306149512,True
2012,2012,4,0.8660254037844387,-0.4999999999999998,6.608000625296087,True
2012,2012,4,0.8660254037844387,-0.4999999999999998,7.438971592395862,False
2012,2012,5,0.49999999999999994,-0.8660254037844387,7.409136443920128,False
2012,2012,5,0.49999999999999994,-0.8660254037844387,6.523562306149512,True
2012,2012,6,1.2246467991473532e-16,-1.0,6.55250788703459,True
2012,2012,6,1.2246467991473532e-16,-1.0,7.438971592395862,False
2012,2012,7,-0.4999999999999997,-0.8660254037844388,7.313886831633462,False
2012,2012,7,-0.4999999999999997,-0.8660254037844388,6.508769136971682,True
2012,2012,8,-0.8660254037844384,-0.5000000000000004,7.467942332285852,False
2012,2012,8,-0.8660254037844384,-0.5000000000000004,6.478509642208569,True
2012,2012,9,-1.0,-1.8369701987210297e-16,7.313886831633462,False
2012,2012,9,-1.0,-1.8369701987210297e-16,6.431331081933479,True
2012,2012,10,-0.8660254037844386,0.5000000000000001,6.478509642208569,True
2012,2012,10,-0.8660254037844386,0.5000000000000001,7.313886831633462,False
2012,2012,11,-0.5000000000000004,0.8660254037844384,7.280008252884188,False
2012,2012,11,-0.5000000000000004,0.8660254037844384,6.493753839851687,True
2012,2012,12,-2.4492935982947064e-16,1.0,7.2520539518528135,False
2012,2012,12,-2.4492935982947064e-16,1.0,6.523562306149512,True
2013,2013,1,0.49999999999999994,0.8660254037844387,7.208600337960199,False
2013,2013,1,0.49999999999999994,0.8660254037844387,6.493753839851687,True
2013,2013,2,0.8660254037844386,0.5000000000000001,6.46302945692067,True
2013,2013,2,0.8660254037844386,0.5000000000000001,7.208600337960199,False
2013,2013,3,1.0,6.123233995736766e-17,7.039660349862076,False
2013,2013,3,1.0,6.123233995736766e-17,6.634633357861686,True
2013,2013,4,0.8660254037844387,-0.4999999999999998,6.634633357861686,True
2013,2013,4,0.8660254037844387,-0.4999999999999998,7.039660349862076,False
2013,2013,5,0.49999999999999994,-0.8660254037844387,7.313886831633462,False
2013,2013,5,0.49999999999999994,-0.8660254037844387,6.621405651764134,True
2013,2013,6,1.2246467991473532e-16,-1.0,6.647688373563329,True
2013,2013,6,1.2246467991473532e-16,-1.0,7.307202314764738,False
2013,2013,7,-0.4999999999999997,-0.8660254037844388,6.647688373563329,True
2013,2013,7,-0.4999999999999997,-0.8660254037844388,7.307202314764738,False
2013,2013,8,-0.8660254037844384,-0.5000000000000004,7.353081920515432,False
2013,2013,8,-0.8660254037844384,-0.5000000000000004,6.68586094706836,True
2013,2013,9,-1.0,-1.8369701987210297e-16,7.280008252884188,False
2013,2013,9,-1.0,-1.8369701987210297e-16,6.634633357861686,True
2013,2013,10,-0.8660254037844386,0.5000000000000001,7.353081920515432,False
2013,2013,10,-0.8660254037844386,0.5000000000000001,6.634633357861686,True
2013,2013,11,-0.5000000000000004,0.8660254037844384,6.493753839851687,True
2013,2013,11,-0.5000000000000004,0.8660254037844384,7.353081920515432,False
2013,2013,12,-2.4492935982947064e-16,1.0,7.353081920515432,False
2013,2013,12,-2.4492935982947064e-16,1.0,6.523562306149512,True
2014,2014,1,0.49999999999999994,0.8660254037844387,7.193685818395112,False
2014,2014,1,0.49999999999999994,0.8660254037844387,6.53813982376767,True
2014,2014,2,0.8660254037844386,0.5000000000000001,7.32052696227274,False
2014,2014,2,0.8660254037844386,0.5000000000000001,6.580639137284949,True
2014,2014,3,1.0,6.123233995736766e-17,6.493753839851687,True
2014,2014,3,1.0,6.123233995736766e-17,7.193685818395112,False
2014,2014,4,0.8660254037844387,-0.4999999999999998,7.193685818395112,False
2014,2014,4,0.8660254037844387,-0.4999999999999998,6.478509642208569,True
2014,2014,5,0.49999999999999994,-0.8660254037844387,7.193685818395112,False
2014,2014,5,0.49999999999999994,-0.8660254037844387,6.447305862541213,True
