Date,log_rate,Month_Sin,Month_Cos,Origin_U.S. West Coast (Los Angeles)
2012-01-01,6.647688373563329,0.75,0.9330127018922194,1.0
2012-02-01,6.647688373563329,0.9330127018922193,0.75,1.0
2012-03-01,7.687538766201629,1.0,0.5,0.0
2012-03-01,6.7464121285733745,1.0,0.5,1.0
2012-04-01,6.814542897259958,0.9330127018922194,0.2500000000000001,1.0
2012-04-01,7.601402334583733,0.9330127018922194,0.2500000000000001,0.0
2012-05-01,7.601402334583733,0.75,0.06698729810778065,0.0
2012-05-01,6.734591659972948,0.75,0.06698729810778065,1.0
2012-06-01,6.7580945044277305,0.5000000000000001,0.0,1.0
2012-06-01,7.601402334583733,0.5000000000000001,0.0,0.0
2012-07-01,7.409136443920128,0.2500000000000001,0.06698729810778059,0.0
2012-07-01,6.734591659972948,0.2500000000000001,0.06698729810778059,1.0
2012-08-01,7.696667081526462,0.06698729810778081,0.24999999999999978,0.0
2012-08-01,6.7226297948554485,0.06698729810778081,0.24999999999999978,1.0
2012-09-01,6.673297967767654,0.0,0.4999999999999999,1.0
2012-09-01,7.409136443920128,0.0,0.4999999999999999,0.0
2012-10-01,6.7226297948554485,0.0669872981077807,0.75,1.0
2012-10-01,7.467942332285852,0.0669872981077807,0.75,0.0
2012-11-01,7.438971592395862,0.24999999999999978,0.9330127018922192,0.0
2012-11-01,6.710523109452428,0.24999999999999978,0.9330127018922192,1.0
2012-12-01,7.473637108496206,0.4999999999999999,1.0,0.0
2012-12-01,6.734591659972948,0.4999999999999999,1.0,1.0
2013-01-01,7.438971592395862,0.75,0.9330127018922194,0.0
2013-01-01,6.710523109452428,0.75,0.9330127018922194,1.0
2013-02-01,6.673297967767654,0.9330127018922193,0.75,1.0
2013-02-01,7.438971592395862,0.9330127018922193,0.75,0.0
2013-03-01,7.2305631534092925,1.0,0.5,0.0
2013-03-01,6.846943139585379,1.0,0.5,1.0
2013-04-01,7.2305631534092925,0.9330127018922194,0.2500000000000001,0.0
2013-04-01,6.846943139585379,0.9330127018922194,0.2500000000000001,1.0
2013-05-01,7.523481312573497,0.75,0.06698729810778065,0.0
2013-05-01,6.846943139585379,0.75,0.06698729810778065,1.0
2013-06-01,7.501634457883413,0.5000000000000001,0.0,0.0
2013-06-01,6.8679744089702925,0.5000000000000001,0.0,1.0
2013-07-01,6.8679744089702925,0.2500000000000001,0.06698729810778059,1.0
2013-07-01,7.501634457883413,0.2500000000000001,0.06698729810778059,0.0
2013-08-01,7.544861068658458,0.06698729810778081,0.24999999999999978,0.0
2013-08-01,6.90875477931522,0.06698729810778081,0.24999999999999978,1.0
2013-09-01,7.479299637782834,0.0,0.4999999999999999,0.0
2013-09-01,6.8679744089702925,0.0,0.4999999999999999,1.0
2013-10-01,7.544861068658458,0.0669872981077807,0.75,0.0
2013-10-01,6.85751406254539,0.0669872981077807,0.75,1.0
2013-11-01,6.734591659972948,0.24999999999999978,0.9330127018922192,1.0
2013-11-01,7.544861068658458,0.24999999999999978,0.9330127018922192,0.0
2013-12-01,7.544861068658458,0.4999999999999999,1.0,0.0
2013-12-01,6.7580945044277305,0.4999999999999999,1.0,1.0
2014-01-01,7.409136443920128,0.75,0.9330127018922194,0.0
2014-01-01,6.803505257608338,0.75,0.9330127018922194,1.0
2014-02-01,7.550135342488429,0.9330127018922193,0.75,0.0
2014-02-01,6.846943139585379,0.9330127018922193,0.75,1.0
2014-03-01,6.803505257608338,1.0,0.5,1.0
2014-03-01,7.409136443920128,1.0,0.5,0.0
2014-04-01,7.409136443920128,0.9330127018922194,0.2500000000000001,0.0
2014-04-01,6.803505257608338,0.9330127018922194,0.2500000000000001,1.0
2014-05-01,7.409136443920128,0.75,0.06698729810778065,0.0
2014-05-01,6.769641976852503,0.75,0.06698729810778065,1.0
