Year,Year_Num,Month_num,Month_Sin,Month_Cos,log_rate,Origin_U.S. West Coast (Los Angeles)
2019,2019,4,0.8660254037844387,-0.4999999999999998,6.68586094706836,True
2019,2019,5,0.49999999999999994,-0.8660254037844387,6.673297967767654,True
2019,2019,5,0.49999999999999994,-0.8660254037844387,7.237778191923443,False
2019,2019,6,1.2246467991473532e-16,-1.0,7.591357046698551,False
2019,2019,6,1.2246467991473532e-16,-1.0,6.68586094706836,True
2019,2019,7,-0.4999999999999997,-0.8660254037844388,7.3658128372094716,False
2019,2019,7,-0.4999999999999997,-0.8660254037844388,6.673297967767654,True
2019,2019,8,-0.8660254037844384,-0.5000000000000004,7.353081920515432,False
2019,2019,8,-0.8660254037844384,-0.5000000000000004,6.660575149839686,True
2019,2019,9,-1.0,-1.8369701987210297e-16,6.698268054115413,True
2019,2019,9,-1.0,-1.8369701987210297e-16,7.409136443920128,False
2019,2019,10,-0.8660254037844386,0.5000000000000001,6.647688373563329,True
2019,2019,11,-0.5000000000000004,0.8660254037844384,7.409136443920128,False
2019,2019,11,-0.5000000000000004,0.8660254037844384,6.660575149839686,True
2019,2019,12,-2.4492935982947064e-16,1.0,6.710523109452428,True
2020,2020,1,0.49999999999999994,0.8660254037844387,7.479299637782834,False
2020,2020,1,0.49999999999999994,0.8660254037844387,6.734591659972948,True
2020,2020,2,0.8660254037844386,0.5000000000000001,6.7226297948554485,True
2020,2020,3,1.0,6.123233995736766e-17,6.68586094706836,True
2020,2020,3,1.0,6.123233995736766e-17,7.456454555176209,False
2020,2020,4,0.8660254037844387,-0.4999999999999998,7.616283561580385,False
2020,2020,4,0.8660254037844387,-0.4999999999999998,6.7226297948554485,True
2020,2020,5,0.49999999999999994,-0.8660254037844387,7.467942332285852,False
2020,2020,5,0.49999999999999994,-0.8660254037844387,6.734591659972948,True
2020,2020,6,1.2246467991473532e-16,-1.0,7.7057128238944275,False
2020,2020,6,1.2246467991473532e-16,-1.0,6.710523109452428,True
2020,2020,7,-0.4999999999999997,-0.8660254037844388,6.621405651764134,True
2020,2020,7,-0.4999999999999997,-0.8660254037844388,7.479299637782834,False
2020,2020,8,-0.8660254037844384,-0.5000000000000004,6.710523109452428,True
2020,2020,9,-1.0,-1.8369701987210297e-16,7.501634457883413,False
2020,2020,9,-1.0,-1.8369701987210297e-16,6.734591659972948,True
